AS번호,접수일시,처리상태,처리완료일,주문번호,고객명,고객연락처,제품명,문제유형,증상설명,처리내용,처리결과,배송비,수리비,부품비,총비용,메모
cmkm5lblj01jxo40saursdpw7,2026-01-20T05:28:25.591Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lblf01jvo40sdr3bd8qz,2026-01-20T05:28:25.588Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lblc01jto40seszopym2,2026-01-20T05:28:25.584Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbl801jro40sgedtb7s7,2026-01-20T05:28:25.580Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbl401jpo40szp9w0qyy,2026-01-20T05:28:25.577Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbl101jno40sb11v38y1,2026-01-20T05:28:25.573Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbkx01jlo40sajgujecl,2026-01-20T05:28:25.569Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbks01jjo40sdmxz34fe,2026-01-20T05:28:25.564Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbko01jho40s0xzfb30g,2026-01-20T05:28:25.560Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbkk01jfo40sv559qryc,2026-01-20T05:28:25.556Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lbkg01jdo40s6krroe4q,2026-01-20T05:28:25.553Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbkc01jbo40srykmrra4,2026-01-20T05:28:25.549Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbk801j9o40stsreayak,2026-01-20T05:28:25.545Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbk501j7o40szls9n1qp,2026-01-20T05:28:25.541Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbk101j5o40sil06j27m,2026-01-20T05:28:25.538Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbjy01j3o40s40xbzxt3,2026-01-20T05:28:25.534Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbju01j1o40sq8t93svc,2026-01-20T05:28:25.530Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbjq01izo40s4dd0k3be,2026-01-20T05:28:25.527Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbjn01ixo40sd4e09cx9,2026-01-20T05:28:25.523Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbjj01ivo40sns3xk3xm,2026-01-20T05:28:25.520Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lbjg01ito40s1v2xkz9c,2026-01-20T05:28:25.516Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbjc01iro40sbmo0rmw8,2026-01-20T05:28:25.512Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbj801ipo40sojjnmovt,2026-01-20T05:28:25.509Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbj501ino40sh45563t6,2026-01-20T05:28:25.505Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbj101ilo40soug9x5pj,2026-01-20T05:28:25.501Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbix01ijo40sonuvkjge,2026-01-20T05:28:25.497Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbit01iho40sb6dn6ij2,2026-01-20T05:28:25.494Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbiq01ifo40s7w3s67i4,2026-01-20T05:28:25.490Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbim01ido40ss96iznjt,2026-01-20T05:28:25.486Z,EXCHANGE,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbii01ibo40shbjbb657,2026-01-20T05:28:25.482Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbid01i9o40sp14gdizz,2026-01-20T05:28:25.478Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbi901i7o40s66eqsrm0,2026-01-20T05:28:25.474Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbi601i5o40s3xv2yycl,2026-01-20T05:28:25.470Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lbi201i3o40swtilhilh,2026-01-20T05:28:25.467Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbhz01i1o40ssl5iepp7,2026-01-20T05:28:25.463Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbhv01hzo40s5z3jsa6y,2026-01-20T05:28:25.460Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbhs01hxo40sia0wac61,2026-01-20T05:28:25.456Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbho01hvo40s4cm4cbzd,2026-01-20T05:28:25.452Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbhk01hto40ssumbnvng,2026-01-20T05:28:25.448Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbhg01hro40sy9y2f31h,2026-01-20T05:28:25.444Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbhd01hpo40sik9asduc,2026-01-20T05:28:25.441Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbh901hno40s815xffyl,2026-01-20T05:28:25.437Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbh601hlo40ss86zsblm,2026-01-20T05:28:25.434Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbh201hjo40s7lp1hbyr,2026-01-20T05:28:25.430Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lbgy01hho40sgq0widj4,2026-01-20T05:28:25.426Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbgu01hfo40suv1k8wc5,2026-01-20T05:28:25.422Z,AS,,,,,?2(?),OTHER,"","",,0,0,0,0,""
cmkm5lbgq01hdo40sjdwjgnf6,2026-01-20T05:28:25.419Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbgn01hbo40sbf3i2721,2026-01-20T05:28:25.415Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbgj01h9o40s6xb2wj9x,2026-01-20T05:28:25.411Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbgf01h7o40sz9dutjl6,2026-01-20T05:28:25.408Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbgb01h5o40sglr0ijog,2026-01-20T05:28:25.404Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbg701h3o40s3vu6b0lf,2026-01-20T05:28:25.399Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbg201h1o40sd0capc23,2026-01-20T05:28:25.395Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbfx01gzo40s1dbc78zi,2026-01-20T05:28:25.390Z,EXCHANGE,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbfu01gxo40smmc46vli,2026-01-20T05:28:25.386Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbfq01gvo40sjjmxiund,2026-01-20T05:28:25.383Z,EXCHANGE,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbfn01gto40stc761k80,2026-01-20T05:28:25.379Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbfj01gro40skook8hfn,2026-01-20T05:28:25.375Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbff01gpo40skb18ngmv,2026-01-20T05:28:25.372Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbfc01gno40szu0zgck9,2026-01-20T05:28:25.368Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbf801glo40srig12oin,2026-01-20T05:28:25.365Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbf401gjo40sfqy3e35m,2026-01-20T05:28:25.361Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbf001gho40sl24qh0yw,2026-01-20T05:28:25.357Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbew01gfo40sumrfds77,2026-01-20T05:28:25.353Z,EXCHANGE,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbet01gdo40sh22wq9x3,2026-01-20T05:28:25.349Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbep01gbo40skjq9l4qe,2026-01-20T05:28:25.346Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbel01g9o40s0ygafe6g,2026-01-20T05:28:25.342Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbei01g7o40sutyyi5ow,2026-01-20T05:28:25.338Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbed01g5o40six38piqb,2026-01-20T05:28:25.334Z,AS,,,,,?1+1, ??,OTHER,"","",,0,0,0,0,""
cmkm5lbea01g3o40svybflfzf,2026-01-20T05:28:25.330Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbe601g1o40s9meo1owl,2026-01-20T05:28:25.327Z,AS,,,,,?4(?),OTHER,"","",,0,0,0,0,""
cmkm5lbe201fzo40sjfvjrea9,2026-01-20T05:28:25.323Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lbdz01fxo40sanj5kea1,2026-01-20T05:28:25.319Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbdv01fvo40sspgui0di,2026-01-20T05:28:25.316Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbds01fto40scuop3rdw,2026-01-20T05:28:25.312Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbdo01fro40s6ivt0p8a,2026-01-20T05:28:25.308Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbdk01fpo40st8gbe0bb,2026-01-20T05:28:25.305Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbdh01fno40scmqren5e,2026-01-20T05:28:25.301Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbdd01flo40s1jwp6x9z,2026-01-20T05:28:25.297Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbd901fjo40sgnm914g2,2026-01-20T05:28:25.294Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbd601fho40sdaa8ffdm,2026-01-20T05:28:25.290Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbd201ffo40s08cfafx5,2026-01-20T05:28:25.287Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcy01fdo40sar8pjizy,2026-01-20T05:28:25.283Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcu01fbo40stlv0981h,2026-01-20T05:28:25.278Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcq01f9o40s77zrt5wm,2026-01-20T05:28:25.275Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcn01f7o40scxd9xs6n,2026-01-20T05:28:25.271Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcj01f5o40shojm6gb3,2026-01-20T05:28:25.268Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbcg01f3o40s5i4wslf2,2026-01-20T05:28:25.264Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbcc01f1o40sfgg4emwd,2026-01-20T05:28:25.261Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbc901ezo40slcgfrrhx,2026-01-20T05:28:25.257Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbc501exo40spmo0j92i,2026-01-20T05:28:25.253Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbc101evo40sl4x77gm9,2026-01-20T05:28:25.249Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lbbx01eto40sv5469ckf,2026-01-20T05:28:25.246Z,AS,,,,,?4(?),OTHER,"","",,0,0,0,0,""
cmkm5lbbt01ero40s0c1n2uum,2026-01-20T05:28:25.242Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbbq01epo40s5ks3klue,2026-01-20T05:28:25.238Z,AS,,,,,?4 2ea,OTHER,"","",,0,0,0,0,""
cmkm5lbbm01eno40scxgahu7b,2026-01-20T05:28:25.234Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbbi01elo40spti9f0yy,2026-01-20T05:28:25.231Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbbf01ejo40sv4mmazw3,2026-01-20T05:28:25.227Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbbb01eho40sox7doplu,2026-01-20T05:28:25.223Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbb601efo40suzb0odvr,2026-01-20T05:28:25.218Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbb201edo40s7e2rjn24,2026-01-20T05:28:25.215Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbaz01ebo40s73vkkoxg,2026-01-20T05:28:25.211Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbav01e9o40srh0mm9lx,2026-01-20T05:28:25.208Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbas01e7o40sk9rd3xz3,2026-01-20T05:28:25.204Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lbao01e5o40saz9p72if,2026-01-20T05:28:25.200Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lbak01e3o40sduzcysy1,2026-01-20T05:28:25.197Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lbag01e1o40s2nmf5n1e,2026-01-20T05:28:25.193Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lbac01dzo40sq1sdh3v2,2026-01-20T05:28:25.189Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lba901dxo40sqsl8q3pn,2026-01-20T05:28:25.185Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lba501dvo40svm0dov9g,2026-01-20T05:28:25.182Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lba101dto40st8rnbpn8,2026-01-20T05:28:25.177Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9w01dro40spr155fsi,2026-01-20T05:28:25.173Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9s01dpo40s4jsaqg60,2026-01-20T05:28:25.168Z,IN_PROGRESS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9n01dno40svlx8x62b,2026-01-20T05:28:25.163Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9j01dlo40s8q7cqlg5,2026-01-20T05:28:25.159Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9g01djo40s2g31e9r0,2026-01-20T05:28:25.156Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb9c01dho40shwx05h2g,2026-01-20T05:28:25.152Z,AS,,,,,??,OTHER,"","",,0,0,0,0,""
cmkm5lb9801dfo40su1g0ymna,2026-01-20T05:28:25.149Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9401ddo40s7iwcsrya,2026-01-20T05:28:25.145Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb9001dbo40sy59weuis,2026-01-20T05:28:25.141Z,AS,,,,,?4 2ea,OTHER,"","",,0,0,0,0,""
cmkm5lb8x01d9o40sa2w5fdnc,2026-01-20T05:28:25.137Z,AS,,,,,?4 2ea,OTHER,"","",,0,0,0,0,""
cmkm5lb8s01d7o40sc6p5ao86,2026-01-20T05:28:25.133Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb8p01d5o40sdtrmwfhu,2026-01-20T05:28:25.129Z,AS,,,,,? 6ea,OTHER,"","",,0,0,0,0,""
cmkm5lb8l01d3o40smrb26nm8,2026-01-20T05:28:25.125Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb8h01d1o40s2evupfd4,2026-01-20T05:28:25.121Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb8d01czo40sw0scna1l,2026-01-20T05:28:25.117Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb8901cxo40sol1h5d6w,2026-01-20T05:28:25.114Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb8601cvo40sqrbqop4g,2026-01-20T05:28:25.110Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lb8201cto40s7zff87ho,2026-01-20T05:28:25.106Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7y01cro40s694gkytm,2026-01-20T05:28:25.103Z,AS,,,,,??,OTHER,"","",,0,0,0,0,""
cmkm5lb7v01cpo40sljzk68gy,2026-01-20T05:28:25.099Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7r01cno40saj4zh9m0,2026-01-20T05:28:25.096Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7o01clo40saugt062f,2026-01-20T05:28:25.092Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7k01cjo40s4sz9hp6x,2026-01-20T05:28:25.089Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7h01cho40stq3vllp1,2026-01-20T05:28:25.085Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7d01cfo40sn4so5e8n,2026-01-20T05:28:25.081Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7901cdo40sognelocz,2026-01-20T05:28:25.077Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7501cbo40srh7i1807,2026-01-20T05:28:25.074Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb7001c9o40s6mq0i073,2026-01-20T05:28:25.069Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb6x01c7o40sx7bcuvzm,2026-01-20T05:28:25.065Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6t01c5o40sb5l5e5dg,2026-01-20T05:28:25.062Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6q01c3o40spwyqkvt3,2026-01-20T05:28:25.058Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6m01c1o40simnepsqr,2026-01-20T05:28:25.054Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6i01bzo40svlbuul4n,2026-01-20T05:28:25.050Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6e01bxo40skf6rje5n,2026-01-20T05:28:25.047Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6b01bvo40sdy9gzrcd,2026-01-20T05:28:25.043Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lb6701bto40sb410nrev,2026-01-20T05:28:25.039Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6301bro40s5fr7zovo,2026-01-20T05:28:25.036Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb6001bpo40snxflh1bn,2026-01-20T05:28:25.032Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb5w01bno40s40xyubug,2026-01-20T05:28:25.028Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lb5s01blo40sg98o6v3m,2026-01-20T05:28:25.024Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb5o01bjo40sn9m7o90f,2026-01-20T05:28:25.020Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb5k01bho40sf4m2fyxw,2026-01-20T05:28:25.016Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb5g01bfo40sdsrvei0p,2026-01-20T05:28:25.013Z,AS,,,,,?1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb5d01bdo40s6j2y9uxo,2026-01-20T05:28:25.009Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb5901bbo40s5b3n5289,2026-01-20T05:28:25.005Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb5501b9o40sqcv32now,2026-01-20T05:28:25.002Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb5101b7o40sfhxuwwpx,2026-01-20T05:28:24.997Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb4x01b5o40skarynmsp,2026-01-20T05:28:24.993Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb4t01b3o40srhrztjid,2026-01-20T05:28:24.990Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb4q01b1o40srtufwzd2,2026-01-20T05:28:24.986Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lb4m01azo40ssh468vzi,2026-01-20T05:28:24.982Z,EXCHANGE,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb4i01axo40shvaoo402,2026-01-20T05:28:24.978Z,EXCHANGE,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb4e01avo40s0htdo971,2026-01-20T05:28:24.974Z,EXCHANGE,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb4a01ato40sp54pgg0j,2026-01-20T05:28:24.970Z,IN_PROGRESS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb4401aro40sowzxq9h9,2026-01-20T05:28:24.964Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb2m01apo40sz4eoamdx,2026-01-20T05:28:24.910Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5lb2h01ano40sq98hbue6,2026-01-20T05:28:24.905Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb2d01alo40s4aqmk1d5,2026-01-20T05:28:24.901Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb2701ajo40sltp7tasv,2026-01-20T05:28:24.896Z,AS,,,,,?4 2ea,OTHER,"","",,0,0,0,0,""
cmkm5lb2301aho40sf2a4jqlg,2026-01-20T05:28:24.891Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb1x01afo40sn4x801zt,2026-01-20T05:28:24.886Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb1r01ado40sum7a7ydc,2026-01-20T05:28:24.879Z,AS,,,,,?2,OTHER,"","",,0,0,0,0,""
cmkm5lb1m01abo40shgnhlcvk,2026-01-20T05:28:24.875Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb1h01a9o40sx6kb3ezo,2026-01-20T05:28:24.870Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb1d01a7o40snevbdie6,2026-01-20T05:28:24.865Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb1801a5o40sf25dbocr,2026-01-20T05:28:24.861Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb1401a3o40selpxq8xj,2026-01-20T05:28:24.856Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb0z01a1o40sejs0af4u,2026-01-20T05:28:24.852Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb0v019zo40s4xnttjcf,2026-01-20T05:28:24.847Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lb0q019xo40sfvz8ab7n,2026-01-20T05:28:24.842Z,AS,,,,,?3 ??,OTHER,"","",,0,0,0,0,""
cmkm5lb0l019vo40sv7456lc6,2026-01-20T05:28:24.837Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb0g019to40s31z1s6kv,2026-01-20T05:28:24.832Z,EXCHANGE,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lb0a019ro40s0ppsp422,2026-01-20T05:28:24.826Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb06019po40su3vtthgn,2026-01-20T05:28:24.822Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lb01019no40scttxqzx1,2026-01-20T05:28:24.817Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lazw019lo40so9lnpia6,2026-01-20T05:28:24.812Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lazr019jo40sqpyv4hvi,2026-01-20T05:28:24.807Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lazm019ho40ssakl7n5c,2026-01-20T05:28:24.802Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lazh019fo40sw830274d,2026-01-20T05:28:24.797Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lazb019do40sl3tn0di2,2026-01-20T05:28:24.792Z,IN_PROGRESS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5laz8019bo40s4q1wkf38,2026-01-20T05:28:24.788Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5laz30199o40slvbyq8qd,2026-01-20T05:28:24.784Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laz00197o40sym238h0a,2026-01-20T05:28:24.780Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5layw0195o40sl8srzuox,2026-01-20T05:28:24.777Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5layt0193o40s2u4u2ooi,2026-01-20T05:28:24.773Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5layp0191o40sxd55yc6w,2026-01-20T05:28:24.769Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5layl018zo40smw7z75w9,2026-01-20T05:28:24.766Z,EXCHANGE,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5layi018xo40str1rhg5u,2026-01-20T05:28:24.762Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laye018vo40s3saofosw,2026-01-20T05:28:24.758Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laya018to40sc1yya1qd,2026-01-20T05:28:24.755Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lay6018ro40slb3mt0i9,2026-01-20T05:28:24.751Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lay3018po40sawmeci2e,2026-01-20T05:28:24.747Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
